category,container,link,title,date
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/29517446,习近平：深化互利合作 促进共同发展,2017-09-06
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/29517442,习近平：在金砖国家领导人厦门会晤记者会上的讲话,2017-09-06
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/29514692,习近平：深化金砖伙伴关系 开辟更加光明未来,2017-09-05
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/29514447,习近平在金砖国家领导人厦门会晤大范围会议上的讲话,2017-09-04
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/29512050,习近平：共同开创金砖合作第二个“金色十年”,2017-09-04
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/29391615,习近平：坚持开放包容 推动联动增长,2017-07-08
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/29388864,习近平致信祝贺金砖国家卫生部长会暨传统医药高级别会议召开,2017-07-07
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/29384703,习近平在德国媒体发表署名文章,2017-07-05
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/29380500,习近平接受俄罗斯媒体采访,2017-07-04
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/29330881,习近平在上海合作组织成员国元首理事会第十七次会议上的讲话,2017-06-10
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/29325185,习近平在哈萨克斯坦媒体发表署名文章 为中哈关系插上梦想的翅膀,2017-06-08
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/29324528,习近平在哈萨克斯坦媒体发表署名文章,2017-06-07
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/29277193,习近平在“一带一路”国际合作高峰论坛圆桌峰会上的开幕辞,2017-05-16
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/29277194,习近平在“一带一路”国际合作高峰论坛圆桌峰会上的闭幕辞,2017-05-16
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/29274601,习近平在“一带一路”国际合作高峰论坛开幕式上的演讲,2017-05-15
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/29274595,习近平在“一带一路”国际合作高峰论坛欢迎宴会上的祝酒辞,2017-05-15
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/29187557,习近平在芬兰媒体发表署名文章《穿越历史的友谊》,2017-04-04
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/29037658,习近平：共同构建人类命运共同体,2017-01-20
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/29023704,习近平在瑞士媒体发表署名文章:深化务实合作 共谋和平发展,2017-01-15
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/28923937,习近平致信祝贺“纪念《发展权利宣言》通过三十周年国际研讨会”开幕,2016-12-05
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/28888449,习近平在秘鲁国会的演讲（全文）,2016-11-23
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/28888443,习近平在智利媒体发表署名文章,2016-11-23
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/28886074,习近平在亚太经合组织第二十四次领导人非正式会议第一阶段会议上的发言,2016-11-22
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/28882468,习近平在亚太经合组织工商领导人峰会上的主旨演讲,2016-11-21
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/28877481,习近平在秘鲁媒体发表署名文章 ,2016-11-18
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/28874031,习近平在厄瓜多尔媒体发表署名文章：搭建中厄友好合作的新桥,2016-11-17
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/28782971,习近平在金砖国家领导人第八次会晤大范围会议上的讲话,2016-10-17
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/28773968,习近平在柬埔寨媒体发表署名文章,2016-10-13
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/28710957,第三十九届国际标准化组织大会召开 习近平致贺信,2016-09-13
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/28587219,2016“一带一路”媒体合作论坛召开 习近平致贺信,2016-07-27
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/28478483,习近平：共创中俄关系更加美好的明天,2016-06-26
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/28470783,习近平：携手共创丝绸之路新辉煌,2016-06-23
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/28467564,习近平在乌兹别克斯坦媒体发表署名文章：谱写中乌友好新华章,2016-06-22
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/28454886,习近平在波兰媒体发表署名文章：推动中波友谊航船全速前进,2016-06-18
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/28451755,习近平在塞尔维亚媒体发表署名文章：永远的朋友 真诚的伙伴,2016-06-17
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/28416143,习近平：为构建中美新型大国关系而不懈努力,2016-06-07
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/28313169,习近平在亚信第五次外长会议开幕式上的讲话,2016-04-29
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/28229071,习近平在捷克媒体发表署名文章《奏响中捷关系的时代强音》,2016-03-27
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/28075098,习近平：共同开创中阿关系的美好未来,2016-01-22
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/28075085,习近平在伊朗媒体发表署名文章 共创中伊关系美好明天,2016-01-22
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/28068550,习近平在埃及媒体发表署名文章 让中阿友谊如尼罗河水奔涌向前,2016-01-20
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/28065201,习近平在沙特媒体发表署名文章 ,2016-01-19
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/27893603,习近平：在中非合作论坛约翰内斯堡峰会上的总结讲话,2015-12-06
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/27892687,习近平：携手共进，谱写中非合作新篇章,2015-12-05
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/27892684,习近平：开启中非合作共赢、共同发展的新时代,2015-12-05
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/27878817,习近平在南非媒体发表署名文章,2015-12-02
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/27878819,习近平致2015中非媒体领袖峰会的贺信,2015-12-02
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/27874112,习近平在津巴布韦媒体发表署名文章,2015-12-01
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/27835631,习近平：深化伙伴关系 共促亚太繁荣,2015-11-20
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/27822554,习近平在二十国集团领导人峰会工作午宴上关于中国主办2016年峰会的发言,2015-11-17
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/27817853,习近平：开拓机遇  应对挑战,2015-11-16
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/27789964,习近平：深化合作伙伴关系 共建亚洲美好家园,2015-11-08
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/27788359,习近平：共同谱写中越友好新篇章,2015-11-07
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/27788357,习近平在新加坡媒体发表署名文章,2015-11-07
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/27783409,习近平在越南媒体发表署名文章：携手开创中越关系的美好明天,2015-11-06
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/27730625,习近平：共倡开放包容 共促和平发展,2015-10-23
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/27711859,习近平：共同开启中英全面战略伙伴关系的“黄金时代” 为中欧关系全面推进注入新动力,2015-10-19
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/27644987,习近平在第七十届联合国大会一般性辩论时的讲话,2015-09-29
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/27641163,习近平在全球妇女峰会上的讲话,2015-09-28
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/27638798,习近平：谋共同永续发展 做合作共赢伙伴,2015-09-27
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/27637466,习近平在白宫南草坪欢迎仪式上的致辞,2015-09-26
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/27632208,习近平在西雅图出席侨界举行的欢迎招待会时的讲话,2015-09-25
外交,http://jhsjk.people.cn/result?type=108,http://jhsjk.people.cn/article/27626927,习近平在华盛顿州当地政府和美国友好团体联合欢迎宴会上的演讲,2015-09-24
